type,date,date(yyyyMMddHHmmss),author,message,latitude,longitude, location,category,labels,seconds,risk_score,risk_score_simple_nlp
mbdata,190800,2.01E+13,siliconKing,RT @HomelandIlluminations Traffic being diverted from area. #HI,,,,junk/spam,['vehicle-accident'],68880,0,0
mbdata,190800,2.01E+13,gardener4958,RT @HomelandIlluminations Traffic being diverted from area. #HI,,,,junk/spam,['vehicle-accident'],68880,0,0
mbdata,190800,2.01E+13,sithLordJames,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],68880,0,0
mbdata,190800,2.01E+13,luvMyPants,RT @truthforcadau theyre playing Circles and if youre not here your missing out! #viktor-e #POK,,,,junk/spam,[],68880,0,0
mbdata,190811,2.01E+13,Clevvah4Evah,Thats bad I have carpool tunnel #POK #Rally #Grammar,,,,vehicle_accidents,[],68891,0,0
mbdata,190811,2.01E+13,KronosQuoth,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally,,,,junk/spam,[],68891,0,0
mbdata,190811,2.01E+13,Clevvah4Evah,My boss just made a 360 on his last decision! #POK #Rally #Grammar,,,,junk/spam,[],68891,0,0
mbdata,190811,2.01E+13,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,,junk/spam,[],68891,0,0
mbdata,190837,2.01E+13,KronosQuoth,The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI,,,,junk/spam,[],68917,0,0
mbdata,190837,2.01E+13,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,,junk/spam,[],68917,0,0
mbdata,190900,2.01E+13,lindyT,RT @HomelandIlluminations Traffic being diverted from area. #HI,,,,junk/spam,['vehicle-accident'],68940,0,0
mbdata,190900,2.01E+13,lindyT,RT @HomelandIlluminations Traffic being diverted from area. #HI,,,,junk/spam,['vehicle-accident'],68940,0,0
mbdata,190900,2.01E+13,jaques,RT @HomelandIlluminations Traffic being diverted from area. #HI,,,,junk/spam,['vehicle-accident'],68940,0,0
mbdata,190900,2.01E+13,vetsRock,"RT @ourcountryourrights Thank you Sylvia, for a night of inspiration #POK",,,,junk/spam,[],68940,0,0
mbdata,190900,2.01E+13,sarajane,RT @martaflores I'm okay - but going to the hospital #thanksAFD,,,,junk/spam,[],68940,0,0
mbdata,190900,2.01E+13,worldWatcher,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],68940,0,0
mbdata,190906,2.01E+13,Clevvah4Evah,Your spelling and grammer are atrotious #POK #Rally #Grammar,,,,junk/spam,[],68946,0,0
mbdata,190906,2.01E+13,KronosQuoth,Every child is an artist.  The problem is how to remain an artist once he grows up.  #KronosStar #POKRally,,,,junk/spam,[],68946,0,0
mbdata,190930,2.01E+13,KronosQuoth,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",,,,junk/spam,[],68970,0,0
mbdata,190930,2.01E+13,KronosQuoth,"Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally",,,,junk/spam,[],68970,0,0
mbdata,190930,2.01E+13,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,,junk/spam,[],68970,0,0
mbdata,190930,2.01E+13,KronosQuoth,"People often say that motivation doesnt last. Well, neither does bathing.  Thats why we recommend it daily.  #KronosStar #POKRally",,,,junk/spam,[],68970,0,0
mbdata,190950,2.01E+13,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,,junk/spam,[],68990,0,0
mbdata,191000,2.01E+13,henri,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],69000,0,0
mbdata,191000,2.01E+13,lordWally,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],69000,0,0
mbdata,191000,2.01E+13,jgrobannne,RT @anaregents I wuz wrong! Viktor-e is going to play for an hour! #Viktor-e #POKrally,,,,junk/spam,[],69000,0,0
mbdata,191000,2.01E+13,HomelandIlluminations,More fire trucks at scene.  Officials report fire is not under control. #HI,,,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69000,1,2
mbdata,191000,2.01E+13,NewsOnlineToday,Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69000,0,0
mbdata,191000,2.01E+13,AbilaFireDept,Abila Fire Department trucks 12 & 30 have arrived?at the Dancing Dolphin fire to relieve trucks 41 and 57 #AFD?,,,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69000,1,2
mbdata,191000,2.01E+13,GreyCatCollectibles,My doll collection... my stuffed animal collection... #allruined,,,,junk/spam,[],69000,0,0
mbdata,191000,2.01E+13,dangermice,They are taking the rescued person to the hospital Hope she's okay,36.059,24.894,,junk/spam,[],69000,0,0
mbdata,191000,2.01E+13,martaO,#APD #AFD badges and uniforms everywhere #marriagematerial,,,,junk/spam,['police'],69000,0,0
mbdata,191000,2.01E+13,Viktor-E,What makes you dance? Viktor-E.kronos/ourlistenerstories,,,,junk/spam,[],69000,0,0
mbdata,191000,2.01E+13,truccotrucco,gelatogalore so so good!,36.059,24.856,,junk/spam,[],69000,0,0
ccdata,191000,2.01E+13,,ALARM-SECURE NO police,,,2727 N. Thessalias St,junk/spam,"['police', 'vehicle-accident']",69000,0,0
mbdata,191015,2.01E+13,KronosQuoth,Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI,,,,junk/spam,[],69015,0,0
mbdata,191015,2.01E+13,KronosQuoth,"You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",,,,junk/spam,[],69015,0,0
mbdata,191037,2.01E+13,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,,junk/spam,[],69037,0,0
mbdata,191100,2.01E+13,slamrjamr,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],69060,0,0
mbdata,191100,2.01E+13,stolkfair,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],69060,0,0
mbdata,191100,2.01E+13,phantomagate,RT @KronosStar POK rally ends in a concert by the band Viktor-E.? The crowd is calmer than usual for a POK rally but police remain vigilant. #KronosStar,,,,police,['police'],69060,0,0
mbdata,191100,2.01E+13,brain448,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69060,0,0
mbdata,191100,2.01E+13,brain448,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69060,0,0
mbdata,191107,2.01E+13,cminvestments11,I trust this goodstuff.kronos/links #abilasFinest,,,,junk/spam,[],69067,0,0
mbdata,191135,2.01E+13,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,,junk/spam,[],69095,0,0
mbdata,191135,2.01E+13,KronosQuoth,Every child is an artist.  The problem is how to remain an artist once he grows up.  #KronosStar #POKRally,,,,junk/spam,[],69095,0,0
mbdata,191135,2.01E+13,KronosQuoth,If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI,,,,junk/spam,[],69095,0,0
mbdata,191145,2.01E+13,KronosStar,Abila FD has requested two fresh fire units to replace the original responding units. #KronosStar #DancingDolphinFire,,,,fire_dancing_dolphin,['fire'],69105,1,1
mbdata,191145,2.01E+13,GreyCatCollectibles,no longer #smokefreehome #noresalevalue,,,,junk/spam,['fire'],69105,0,0
mbdata,191145,2.01E+13,martaO,he's going to think I'm not coming... answer the phone!,,,,junk/spam,[],69105,0,0
mbdata,191145,2.01E+13,OnlytheTruth,How do you start a dolphin on fire? #tellme,,,,fire_dancing_dolphin,['fire'],69105,0,0
mbdata,191200,2.01E+13,sithLordJames,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69120,0,0
mbdata,191200,2.01E+13,slamrjamr,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69120,0,0
mbdata,191202,2.01E+13,AbilaPost,two #AFD units have been called to replace the firefighters on the scene?@dancingdolphin?#AbilaPost,,,,fire_dancing_dolphin,"['vehicle-accident', 'fire']",69122,0,0
mbdata,191202,2.01E+13,OnlytheTruth,"Mmm,tastes like chicken",,,,junk/spam,[],69122,0,0
mbdata,191202,2.01E+13,truccotrucco,more than just gelato their pommes frites are the best #gelatogalore,36.059,24.856,,junk/spam,[],69122,0,0
mbdata,191205,2.01E+13,KronosQuoth,"When I let go of what I am, I become what I might be.  #KronosStar #POKRally",,,,junk/spam,[],69125,0,0
mbdata,191205,2.01E+13,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,,junk/spam,[],69125,0,0
mbdata,191205,2.01E+13,KronosQuoth,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally",,,,junk/spam,[],69125,0,0
mbdata,191205,2.01E+13,KronosQuoth,The starting point of all achievement is desire.  #POKRally #HI,,,,junk/spam,[],69125,0,0
mbdata,191228,2.01E+13,KronosQuoth,Failure is the condiment that gives success its flavor.  #POKRally #HI,,,,junk/spam,[],69148,0,0
mbdata,191228,2.01E+13,KronosQuoth,Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally,,,,junk/spam,[],69148,0,0
mbdata,191228,2.01E+13,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,,junk/spam,[],69148,0,0
mbdata,191228,2.01E+13,KronosQuoth,We become what we think about.  #KronosStar #POKRally,,,,junk/spam,[],69148,0,0
mbdata,191252,2.01E+13,KronosQuoth,Innovation distinguishes between a leader and a follower.  #POKRally #HI,,,,junk/spam,[],69172,0,0
mbdata,191252,2.01E+13,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,,junk/spam,[],69172,0,0
mbdata,191252,2.01E+13,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,,junk/spam,[],69172,0,0
mbdata,191300,2.01E+13,dtennent,RT @AbilaFireDept Abila Fire Department trucks 12 & 30 have arrived?at the Dancing Dolphin fire to relieve trucks 41 and 57 #AFD?,,,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69180,1,2
mbdata,191318,2.01E+13,KronosQuoth,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally,,,,junk/spam,[],69198,0,0
mbdata,191338,2.01E+13,KronosQuoth,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",,,,junk/spam,[],69218,0,0
mbdata,191359,2.01E+13,carjunkers,"A tear is 1% water, 99% feelings #POK #Rally #Grammar",,,,junk/spam,[],69239,0,0
mbdata,191359,2.01E+13,KronosQuoth,"You cant use up creativity.  The more you use, the more you have.  #KronosStar #POKRally",,,,junk/spam,[],69239,0,0
mbdata,191359,2.01E+13,Clevvah4Evah,You got low self coincidence #POK #Rally #Grammar,,,,junk/spam,[],69239,0,0
mbdata,191359,2.01E+13,KronosQuoth,The road to success and the road to failure are almost exactly the same.  #POKRally #HI,,,,junk/spam,[],69239,0,0
mbdata,191400,2.01E+13,worldWatcher,RT @NewsOnlineToday Trapped resident rescued in Abila fire. #abila #newsOnline,,,,fire_dancing_dolphin,['fire'],69240,0,0
mbdata,191400,2.01E+13,BlueVelvet,RT @GreyCatCollectibles My doll collection... my stuffed animal collection... #allruined,,,,junk/spam,[],69240,0,0
ccdata,191407,2.01E+13,,MISDEMEANOR ASSAULT-IN PROGRESS,,,5097 N. Asiant St,junk/spam,['police'],69247,0,0
mbdata,191420,2.01E+13,KronosQuoth,Don't let what you cannot do interfere with what you can do.  #POKRally #HI,,,,junk/spam,[],69260,0,0
mbdata,191420,2.01E+13,Clevvah4Evah,Your spelling and grammer are atrotious #POK #Rally #Grammar,,,,junk/spam,[],69260,0,0
mbdata,191420,2.01E+13,KronosQuoth,The only place where success comes before work is in the dictionary.  #POKRally #HI,,,,junk/spam,[],69260,0,0
mbdata,191445,2.01E+13,rnbwBrite,RT @martaO he's going to think I'm not coming... answer the phone!,,,,junk/spam,[],69285,0,0
mbdata,191445,2.01E+13,dolls4sale,RT @OnlytheTruth How do you start a dolphin on fire? #tellme,,,,fire_dancing_dolphin,['fire'],69285,0,0
mbdata,191445,2.01E+13,KronosQuoth,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI,,,,junk/spam,[],69285,0,0
mbdata,191500,2.01E+13,GreyCatCollectibles,Flashing ligths everywhere. Timmy's getting really jumpy. Wish I had his carrier,,,,vehicle_accidents,[],69300,0,0
mbdata,191500,2.01E+13,mailfoool,Fire Sale! huge furniture sale in Downtown Abila #welksFurniture,,,,fire_dancing_dolphin,['fire'],69300,1,1
mbdata,191500,2.01E+13,AbilaPost,concerns of violence have proven to unfounded #POKrally #AbilaPost,,,,junk/spam,['police'],69300,0,0
mbdata,191500,2.01E+13,ourcountryourrights,Sittin' here in the park looking at the govt buildings and wonderig if they're worried 'cause change is comeing #POK,,,,junk/spam,[],69300,0,0
mbdata,191500,2.01E+13,truthforcadau,dancin time! thanks #POK thanks Sylvia! #POK is peace!,36.051,24.854,,junk/spam,[],69300,0,0
mbdata,191500,2.01E+13,truccotrucco,looks like im missing some Viktor-E! too bad gelatogalore didnt have a food stand at the rally #POK,36.059,24.856,,junk/spam,[],69300,0,0
mbdata,191509,2.01E+13,KronosQuoth,"Certain things catch your eye, but pursue only those that capture the heart.  #KronosStar #POKRally",,,,junk/spam,[],69309,0,0
mbdata,191509,2.01E+13,KronosQuoth,You become what you believe.  #KronosStar #POKRally,,,,junk/spam,[],69309,0,0
mbdata,191530,2.01E+13,KronosQuoth,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally,,,,junk/spam,[],69330,0,0
mbdata,191559,2.01E+13,Clevvah4Evah,My boss is always impactful! #POK #Rally #Grammar,,,,junk/spam,[],69359,0,0
mbdata,191559,2.01E+13,KronosQuoth,Our lives begin to end the day we become silent about things that matter.  #KronosStar #POKRally,,,,junk/spam,[],69359,0,0
mbdata,191559,2.01E+13,KronosQuoth,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI,,,,junk/spam,[],69359,0,0
mbdata,191559,2.01E+13,KronosQuoth,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally,,,,junk/spam,[],69359,0,0
mbdata,191607,2.01E+13,KronosStar,An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69367,0,0
mbdata,191607,2.01E+13,HomelandIlluminations,More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69367,0,0
mbdata,191607,2.01E+13,dangermice,Wow - more police #abilafire,36.059,24.894,,"fire_dancing_dolphin, police","['police', 'fire']",69367,0,0
mbdata,191607,2.01E+13,AbilaAllFaith,We have opened our doors to those who need vehicle-accident shelter #dancingdolphinsfire,,,,fire_dancing_dolphin,"['vehicle-accident', 'fire']",69367,0,1
mbdata,191607,2.01E+13,trollingsnark,More crowd control. Wait for it. Wait for it...,,,,junk/spam,[],69367,0,0
mbdata,191607,2.01E+13,CentralBulletin,concerns of violence have proved unfounded #Abila #CentralBulletin,,,,junk/spam,['police'],69367,0,0
ccdata,191607,2.01E+13,,TRAFFIC STOP,,,3398 N. Polvo St,junk/spam,['vehicle-accident'],69367,0,0
mbdata,191624,2.01E+13,KronosQuoth,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally,,,,junk/spam,[],69384,0,0
mbdata,191624,2.01E+13,KronosQuoth,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI,,,,junk/spam,[],69384,0,0
mbdata,191624,2.01E+13,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,,junk/spam,[],69384,0,0
mbdata,191624,2.01E+13,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,,junk/spam,[],69384,0,0
mbdata,191646,2.01E+13,FriendsOfKronos,#AbilaPOst are you joking? no violence? POK presence in the park is violence #POK,,,,junk/spam,['police'],69406,0,0
mbdata,191650,2.01E+13,KronosQuoth,Failure is the condiment that gives success its flavor.  #POKRally #HI,,,,junk/spam,[],69410,0,0
mbdata,191650,2.01E+13,superhero447,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,,fire_dancing_dolphin,['fire'],69410,0,0
mbdata,191700,2.01E+13,InternationalNews,Fire continues at Dancing Dolphn Apartments #abila #IntNews,,,,fire_dancing_dolphin,['fire'],69420,1,1
mbdata,191700,2.01E+13,GreyCatCollectibles,Timmy doesn't like being in a pillowcase but at least he's safe,,,,junk/spam,[],69420,0,0
mbdata,191700,2.01E+13,martaO,hang in there #princecharming im on the way #infernaltraffic,,,,junk/spam,['vehicle-accident'],69420,0,0
mbdata,191700,2.01E+13,trollingsnark,I told you last week the government was looking to try out their new citizen control weapons.#livetests,,,,junk/spam,[],69420,0,0
mbdata,191700,2.01E+13,footfingers,"Check out the new issue of ARISE, a magazine for people who want to take control of their destiny?#ARISE #POK",36.054,24.902,,junk/spam,[],69420,0,0
ccdata,191702,2.01E+13,,INCOMPLETE CALL FOR POLICE,,,,police,['police'],69422,0,0
mbdata,191707,2.01E+13,teresaJ,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69427,0,0
mbdata,191707,2.01E+13,muppiesRock,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69427,0,0
mbdata,191707,2.01E+13,stolkfair,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69427,0,0
mbdata,191707,2.01E+13,BlueVelvet,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69427,0,0
mbdata,191713,2.01E+13,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,,junk/spam,[],69433,0,0
mbdata,191713,2.01E+13,KronosQuoth,"Limitations live only in our minds.  But if we use our imaginations, our possibilities become limitless.  #KronosStar #POKRally",,,,junk/spam,[],69433,0,0
mbdata,191713,2.01E+13,dirtdigger334,"This is NUTS, I swear I'm getting 100s of followers from this program!! Check it followers.kronos/getpeople #abila #followers",,,,junk/spam,[],69433,0,0
mbdata,191713,2.01E+13,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,,junk/spam,[],69433,0,0
mbdata,191737,2.01E+13,carjunkers,make $630-$8062 a month online fastjobs.kronos/tricks #abila #workAtHome,,,,junk/spam,[],69457,0,0
mbdata,191757,2.01E+13,KronosQuoth,The battles that count arent the ones for gold medals. The struggles within yourself #KronosStar #POKRally,,,,junk/spam,['vehicle-accident'],69477,0,0
mbdata,191757,2.01E+13,KronosQuoth,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",,,,junk/spam,[],69477,0,0
mbdata,191800,2.01E+13,lordWally,RT @truthforcadau dancin time! thanks #POK thanks Sylvia! #POK is peace!,,,,junk/spam,[],69480,0,0
mbdata,191800,2.01E+13,dragonRider1,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,,,,fire_dancing_dolphin,['fire'],69480,1,1
mbdata,191800,2.01E+13,vetsRock,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,,,,fire_dancing_dolphin,['fire'],69480,1,1
mbdata,191807,2.01E+13,farmboy,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69487,0,0
mbdata,191807,2.01E+13,sithLordJames,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69487,0,0
mbdata,191819,2.01E+13,KronosQuoth,"Two roads diverged in a wood, and II took the one less traveled by, And that has made all the difference.  #KronosStar #POKRally",,,,junk/spam,[],69499,0,0
mbdata,191819,2.01E+13,KronosQuoth,Education costs money.  But then so does ignorance.  #KronosStar #POKRally,,,,junk/spam,[],69499,0,0
mbdata,191819,2.01E+13,KronosQuoth,"The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI",,,,junk/spam,[],69499,0,0
mbdata,191819,2.01E+13,KronosQuoth,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",,,,junk/spam,[],69499,0,0
ccdata,191834,2.01E+13,,VEHICLE ACCIDENT - REPORT,,,1422 N. Souliou St,vehicle_accidents,[],69514,0,0
mbdata,191839,2.01E+13,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,,junk/spam,[],69519,0,0
mbdata,191839,2.01E+13,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,,junk/spam,[],69519,0,0
mbdata,191839,2.01E+13,KronosQuoth,Don't let what you cannot do interfere with what you can do.  #POKRally #HI,,,,junk/spam,[],69519,0,0
mbdata,191839,2.01E+13,KronosQuoth,No one can make you feel inferior without your consent.  #POKRally #HI,,,,junk/spam,[],69519,0,0
mbdata,191900,2.01E+13,worldWatcher,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,,,,fire_dancing_dolphin,['fire'],69540,1,1
mbdata,191900,2.01E+13,vonneka,RT @martaO hang in there #princecharming im on the way #infernaltraffic,,,,junk/spam,['vehicle-accident'],69540,0,0
mbdata,191900,2.01E+13,jaques,"RT @footfingers Check out the new issue of ARISE, a magazine for people who want to take control of their destiny?#ARISE #POK",,,,junk/spam,[],69540,0,0
mbdata,191900,2.01E+13,anaregents,Viktor-e and POK party in the park!,,,,junk/spam,[],69540,0,0
mbdata,191900,2.01E+13,AbilaPoliceDepartment,Abila Police Department reports a car hit on Souliou street #APD,,,,"vehicle_accidents, police",['police'],69540,0,0
mbdata,191900,2.01E+13,aliceRocks,dude! someone just totaly hit a car on Souliou and took off  #jerkdrivers,,,,vehicle_accidents,[],69540,0,0
ccdata,191900,2.01E+13,,VEHICLE ACCIDENT - NO OR UNKNOWN INJURIES,,,1422 N. Souliou St,vehicle_accidents,['vehicle-accident'],69540,0,0
mbdata,191902,2.01E+13,KronosQuoth,"Either you run the day, or the day runs you.  #KronosStar #POKRally",,,,junk/spam,[],69542,0,0
mbdata,191907,2.01E+13,ninjabob,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69547,0,0
mbdata,191907,2.01E+13,jgrobannne,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69547,0,0
mbdata,191907,2.01E+13,luvMyPants,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69547,0,0
mbdata,191907,2.01E+13,dtennent,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69547,0,0
mbdata,191907,2.01E+13,sithLordJames,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69547,0,0
mbdata,191907,2.01E+13,zengardener,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69547,0,0
mbdata,191907,2.01E+13,zengardener,RT @HomelandIlluminations More police have arrived for evacuation and crowd control #HI,,,,police,"['police', 'vehicle-accident', 'fire']",69547,0,0
mbdata,191931,2.01E+13,KronosQuoth,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",,,,junk/spam,[],69571,0,0
mbdata,191931,2.01E+13,KronosQuoth,No masterpiece was ever created by a lazy artist. #POKRally #HI,,,,junk/spam,[],69571,0,0
mbdata,191931,2.01E+13,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,,junk/spam,[],69571,0,0
mbdata,192000,2.01E+13,slamrjamr,RT @InternationalNews Fire continues at Dancing Dolphn Apartments #abila #IntNews,,,,fire_dancing_dolphin,['fire'],69600,1,1
mbdata,192000,2.01E+13,microBanana,RT @GreyCatCollectibles Timmy doesn't like being in a pillowcase but at least he's safe,,,,junk/spam,[],69600,0,0
mbdata,192000,2.01E+13,AbilaPost,2 fire trucks have arrived with fresh fire figthers to replace the weary early arrivals #AFD #heroes #AbilaPost,,,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69600,1,2
mbdata,192000,2.01E+13,HomelandIlluminations,Additional fire trucks arrive. Fire still out of control. #HI,,,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69600,1,2
mbdata,192000,2.01E+13,GreyCatCollectibles,some of these guys are looking really beat,,,,junk/spam,[],69600,0,0
mbdata,192000,2.01E+13,dangermice,More fire trucks are arriving this is really bad,36.059,24.894,,"fire_dancing_dolphin, vehicle_accidents",['fire'],69600,1,1
mbdata,192000,2.01E+13,trollingsnark,Watch for stage 3. Stage 3 everybody!,,,,junk/spam,[],69600,0,0
mbdata,192000,2.01E+13,OnlytheTruth,BEATEN BY FIRE! #firewins,,,,fire_dancing_dolphin,['fire'],69600,0,0
mbdata,192000,2.01E+13,hennyhenhendrix,Some moron in a black van just hit my car!,36.057,24.892,,vehicle_accidents,[],69600,0,0
mbdata,192000,2.01E+13,brewvebeenserved,WOW! Crazy driver! Hopefully everyone is ok!,36.054,24.901,,junk/spam,[],69600,0,0
mbdata,192000,2.01E+13,kingWilly,Abila drivers are the worst! #jerkdrivers,,,,junk/spam,[],69600,0,0
mbdata,192000,2.01E+13,Officia1AbilaPost,President Dorel Kapelou on the Kronos #AFD #scandal.  smad.co.kronos/39cni39s,,,,junk/spam,[],69600,0,0
mbdata,192002,2.01E+13,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,,junk/spam,[],69602,0,0
mbdata,192002,2.01E+13,junkman377,Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs,,,,junk/spam,[],69602,0,0
mbdata,192007,2.01E+13,dragonRider1,RT @KronosStar An additional police unit has arrived at the scene to help with crowd control. #KronosStar #DancingDolphinFire,,,,"fire_dancing_dolphin, police","['police', 'fire']",69607,0,0
mbdata,192007,2.01E+13,klingon4real,RT @CentralBulletin concerns of violence have proved unfounded #Abila #CentralBulletin,,,,junk/spam,['police'],69607,0,0
mbdata,192021,2.01E+13,OnlytheTruth,No stopping it this time!,,,,junk/spam,[],69621,0,0
mbdata,192033,2.01E+13,KronosQuoth,We become what we think about.  #KronosStar #POKRally,,,,junk/spam,[],69633,0,0
mbdata,192033,2.01E+13,KronosQuoth,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally,,,,junk/spam,[],69633,0,0
mbdata,192042,2.01E+13,KronosStar,The two fresh fire units have arrived and are relieving the original responders.  #KronosStar #DancingDolphinFire #AFDHeroes,,,,fire_dancing_dolphin,['fire'],69642,1,1
mbdata,192042,2.01E+13,OnlytheTruth,Hey whatever happened to that cat?,,,,junk/spam,[],69642,0,0
